,age,workclass,fnlwgt,education,educationN,maritalStatus,occupation,relationship,race,sex,country,timeWork,weight_change,social_status
16227,54,Private,210.736,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
16228,32,Private,166.634,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,Black,Male,USA,full time,0.0,Poor
16229,52,Private,185.283,Masters,14,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
16230,27,Private,180.553,HS-grad,9,Separated,Machine-op-inspct,Single,White,Female,USA,full time,0.0,Poor
16231,45,Private,199.058,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Poor
16232,18,Private,145.005,Some-college,10,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
16233,37,Self-emp-not-inc,184.655,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
16235,59,Private,307.423,9th,5,Never-married,Other-service,Single,Black,Male,USA,over time,0.0,Poor
16237,43,Federal-gov,115.562,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
16240,37,Private,183.345,Assoc-voc,11,Never-married,Craft-repair,Single,White,Male,USA,over time,0.0,Poor
16241,28,Private,119.793,Assoc-voc,11,Divorced,Exec-managerial,Single,White,Male,USA,over time,10.52,Rich
16242,48,Self-emp-not-inc,97.883,HS-grad,9,Separated,Other-service,Single,White,Female,USA,part time,0.0,Poor
16244,29,Private,206.25,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16245,37,Private,103.323,Assoc-acdm,12,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
16246,35,Self-emp-inc,135.436,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
16248,52,Private,160.703,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,over time,0.0,Poor
16249,30,Private,131.699,HS-grad,9,Divorced,Transport-moving,Single,White,Male,USA,full time,0.0,Poor
16250,22,Private,243.842,9th,5,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
16251,55,Self-emp-not-inc,349.91,Assoc-acdm,12,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
16252,61,Private,170.262,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,15.024,Rich
16253,33,Private,184.306,HS-grad,9,Divorced,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
16254,46,Private,224.202,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
16255,64,Private,151.54,11th,7,Widowed,Tech-support,Single,White,Female,USA,part time,0.0,Poor
16256,28,Private,231.197,10th,6,Married-spouse-absent,Craft-repair,Taken,White,Male,MX,full time,0.0,Poor
16257,19,Private,279.968,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
16258,36,Private,162.651,HS-grad,9,Separated,Adm-clerical,Single,White,Male,CO,full time,0.0,Poor
16259,43,Self-emp-not-inc,130.126,Bachelors,13,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
16260,39,Self-emp-not-inc,160.12,Doctorate,16,Divorced,Adm-clerical,Single,Other,Male,USA,full time,0.0,Poor
16261,56,Private,161.662,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
16262,24,Local-gov,201.664,Some-college,10,Never-married,Protective-serv,Single,White,Male,USA,full time,0.0,Poor
16263,40,Private,137.142,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
16264,45,Self-emp-inc,122.206,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
16265,56,Local-gov,183.169,Masters,14,Widowed,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16266,46,Private,126.513,HS-grad,9,Separated,Craft-repair,Single,Black,Female,JM,full time,0.0,Poor
16267,35,Federal-gov,185.053,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16269,50,Self-emp-not-inc,198.581,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
16270,61,Private,199.198,7th-8th,4,Widowed,Other-service,Single,Black,Female,USA,part time,0.0,Poor
16271,31,Private,184.306,Assoc-voc,11,Never-married,Transport-moving,Single,White,Male,USA,over time,-1.98,Poor
16272,63,Private,172.74,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Poor
16273,41,Private,205.153,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Poor
16274,48,Private,164.964,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
16275,45,Private,162.606,HS-grad,9,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
16276,24,Private,179.627,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
16277,34,Private,103.408,Some-college,10,Divorced,Prof-specialty,Single,Black,Male,DE,full time,0.0,Rich
16279,26,Private,57.512,Assoc-voc,11,Never-married,Craft-repair,Single,White,Male,USA,over time,0.0,Poor
16280,27,Private,187.981,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
16282,38,Private,108.726,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
16283,31,Private,180.551,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Rich
16284,51,Self-emp-not-inc,176.24,Assoc-acdm,12,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Rich
16285,56,Private,70.72,12th,8,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
16287,50,Private,283.676,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
16288,34,Local-gov,105.54,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,-2.051,Poor
16290,21,Private,57.916,HS-grad,9,Never-married,Protective-serv,Single,White,Male,USA,full time,0.0,Poor
16291,37,Private,177.974,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,too much,0.0,Poor
16293,18,Private,115.839,12th,8,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16295,38,Private,117.802,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,too much,0.0,Rich
16296,19,Private,211.355,HS-grad,9,Never-married,Adm-clerical,Single,White,Male,USA,part time,0.0,Poor
16297,46,Private,173.243,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
16298,19,Private,343.2,Some-college,10,Never-married,Sales,Single,White,Female,USA,part time,0.0,Poor
16300,38,Private,196.123,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16301,33,Private,168.981,Masters,14,Divorced,Exec-managerial,Single,White,Female,USA,over time,14.084,Rich
16302,83,Self-emp-not-inc,213.866,HS-grad,9,Widowed,Exec-managerial,Single,White,Male,USA,part time,0.0,Poor
16303,34,Private,55.176,Some-college,10,Married-civ-spouse,Tech-support,Taken,White,Male,USA,full time,0.0,Rich
16304,38,Private,153.976,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
16305,33,Private,119.176,Some-college,10,Widowed,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16306,27,Private,169.117,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,Black,Female,USA,full time,-1.887,Rich
16307,38,Private,156.55,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16308,25,Private,109.609,Some-college,10,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
16310,52,Private,236.497,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
16311,33,State-gov,306.309,Masters,14,Never-married,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
16312,17,Private,242.773,11th,7,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
16313,28,Private,124.68,Bachelors,13,Never-married,Exec-managerial,Single,White,Female,USA,over time,6.849,Poor
16314,52,Local-gov,43.909,HS-grad,9,Divorced,Adm-clerical,Single,Black,Female,USA,full time,0.0,Poor
16315,34,Private,112.82,HS-grad,9,Separated,Handlers-cleaners,Single,White,Male,USA,full time,2.463,Poor
16316,25,Private,148.3,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,part time,0.0,Poor
16317,17,Private,133.449,9th,5,Never-married,Other-service,Single,Black,Male,USA,full time,0.0,Poor
16318,22,Private,263.67,HS-grad,9,Never-married,Other-service,Single,Black,Male,USA,too much,0.0,Poor
16319,22,Private,276.494,HS-grad,9,Never-married,Handlers-cleaners,Single,Black,Male,USA,full time,0.0,Poor
16320,46,Private,190.115,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,-1.887,Rich
16321,58,Private,317.479,HS-grad,9,Divorced,Machine-op-inspct,Single,Black,Female,USA,full time,0.0,Poor
16322,39,Private,151.248,Some-college,10,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
16323,59,Local-gov,130.532,Some-college,10,Widowed,Other-service,Single,White,Female,PL,full time,0.0,Poor
16324,61,Private,160.062,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
16325,32,Private,299.635,Assoc-voc,11,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16326,50,Private,171.225,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,Asian-Pac-Islander,Male,PH,full time,0.0,Rich
16328,43,Private,95.634,Bachelors,13,Married-civ-spouse,Other-service,Taken,Asian-Pac-Islander,Female,PH,over time,0.0,Poor
16329,20,Private,243.878,Some-college,10,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
16330,38,Local-gov,181.721,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,Black,Male,USA,full time,0.0,Poor
16331,44,Federal-gov,201.435,Assoc-voc,11,Married-civ-spouse,Craft-repair,Taken,Black,Male,USA,full time,0.0,Rich
16332,28,Private,334.032,Assoc-voc,11,Never-married,Sales,Single,White,Male,USA,over time,0.0,Poor
16333,50,Private,220.019,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,full time,0.0,Poor
16334,53,Private,71.772,Doctorate,16,Divorced,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
16336,47,Private,191.411,Masters,14,Married-civ-spouse,Prof-specialty,Taken,Asian-Pac-Islander,Male,IN,over time,0.0,Poor
16337,39,Private,123.945,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Rich
16339,34,State-gov,171.216,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
16340,40,Private,93.955,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,full time,0.0,Poor
16341,63,Private,163.809,Some-college,10,Widowed,Sales,Single,White,Female,USA,part time,0.0,Poor
16342,53,Private,346.754,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,0.0,Rich
16343,43,Private,188.436,Assoc-voc,11,Divorced,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
16344,28,Private,72.443,Some-college,10,Never-married,Exec-managerial,Single,White,Male,USA,over time,-1.669,Poor
16345,68,Private,186.35,HS-grad,9,Widowed,Exec-managerial,Single,White,Female,USA,part time,0.0,Rich
16348,57,Private,262.642,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16349,38,Private,125.55,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16350,66,Private,192.504,Masters,14,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
16351,29,Private,131.31,Assoc-acdm,12,Never-married,Sales,Single,White,Female,USA,full time,0.0,Poor
16352,54,Private,249.322,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,7.688,Rich
16353,38,Private,172.755,HS-grad,9,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
16354,35,Private,209.993,11th,7,Separated,Priv-house-serv,Single,White,Female,MX,part time,0.0,Poor
16355,30,Private,166.961,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16356,39,Private,315.291,HS-grad,9,Never-married,Adm-clerical,Single,Black,Female,USA,full time,0.0,Poor
16357,31,Private,284.703,Masters,14,Never-married,Prof-specialty,Single,Black,Male,USA,full time,0.0,Poor
16358,50,Private,166.565,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
16359,30,Self-emp-not-inc,173.854,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16360,25,Private,189.219,Bachelors,13,Never-married,Sales,Single,White,Female,USA,full time,0.0,Poor
16361,24,Private,210.781,Bachelors,13,Never-married,Priv-house-serv,Single,White,Female,FR,full time,0.0,Poor
16362,59,Local-gov,171.328,HS-grad,9,Separated,Protective-serv,Single,Black,Female,USA,full time,-2.339,Poor
16363,45,Private,199.832,Bachelors,13,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,part time,0.0,Poor
16364,64,Private,251.292,5th-6th,3,Separated,Other-service,Single,White,Female,CU,part time,0.0,Poor
16365,61,Private,122.246,12th,8,Married-civ-spouse,Other-service,Taken,White,Female,USA,full time,0.0,Poor
16366,42,Private,190.767,Assoc-voc,11,Divorced,Tech-support,Single,White,Female,USA,full time,0.0,Poor
16367,28,Private,278.736,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,MX,full time,0.0,Poor
16368,53,Private,124.963,HS-grad,9,Divorced,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
16369,33,Self-emp-not-inc,167.476,11th,7,Divorced,Handlers-cleaners,Single,White,Male,USA,part time,0.0,Poor
16370,34,Local-gov,246.104,Masters,14,Married-civ-spouse,Prof-specialty,Taken,Black,Male,USA,full time,0.0,Poor
16371,41,Private,171.615,Some-college,10,Married-civ-spouse,Other-service,Taken,White,Male,USA,over time,0.0,Poor
16372,67,Private,264.095,Some-college,10,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,CU,part time,9.386,Rich
16373,46,Private,177.114,Assoc-acdm,12,Widowed,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16374,32,Private,146.154,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Female,USA,full time,0.0,Poor
16375,41,Private,198.196,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
16376,30,Private,79.712,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,Other,Male,USA,full time,0.0,Poor
16377,54,Self-emp-not-inc,154.785,Bachelors,13,Divorced,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
16378,33,Private,182.423,HS-grad,9,Divorced,Other-service,Single,Black,Male,USA,full time,0.0,Poor
16380,34,Private,118.584,Bachelors,13,Never-married,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
16381,20,Private,219.835,Some-college,10,Never-married,Sales,Single,White,Male,USA,full time,0.0,Poor
16383,45,Private,197.418,Some-college,10,Divorced,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
16384,21,Private,253.19,HS-grad,9,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
16385,25,Private,192.273,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Poor
16386,38,Private,129.573,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16387,17,Private,173.807,11th,7,Never-married,Craft-repair,Single,White,Female,USA,part time,0.0,Poor
16388,35,Private,217.893,HS-grad,9,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
16389,38,Private,102.938,Bachelors,13,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
16391,25,Private,50.053,HS-grad,9,Never-married,Other-service,Single,Black,Male,JP,full time,0.0,Poor
16392,57,Private,233.382,Masters,14,Never-married,Exec-managerial,Single,White,Male,CU,full time,0.0,Poor
16393,32,Private,270.968,Bachelors,13,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Rich
16394,39,Local-gov,272.166,Bachelors,13,Separated,Prof-specialty,Single,Black,Male,USA,full time,0.0,Poor
16395,23,Private,199.915,Bachelors,13,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16396,21,Private,305.781,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,over time,0.0,Poor
16397,47,Private,107.682,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
16398,25,Private,188.507,7th-8th,4,Never-married,Machine-op-inspct,Single,White,Female,DO,full time,0.0,Poor
16400,41,Federal-gov,197.069,Some-college,10,Married-spouse-absent,Adm-clerical,Taken,Black,Male,USA,full time,4.65,Poor
16401,19,Private,177.839,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
16402,24,Private,77.665,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,over time,0.0,Poor
16403,57,Private,127.728,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,15.024,Rich
16405,32,Private,106.742,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
16406,28,Self-emp-not-inc,192.838,Assoc-voc,11,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16407,40,Private,79.531,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,too much,0.0,Rich
16408,21,State-gov,337.766,Some-college,10,Never-married,Prof-specialty,Single,White,Male,USA,part time,0.0,Poor
16411,55,Private,176.904,10th,6,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
16412,42,Private,172.148,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,Black,Male,USA,full time,0.0,Poor
16413,49,Private,199.058,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
16414,38,Private,48.093,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Poor
16415,50,Private,143.664,Bachelors,13,Never-married,Exec-managerial,Single,White,Male,USA,full time,0.0,Poor
16416,47,Private,168.337,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Rich
16417,43,Private,195.212,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,Black,Female,JM,full time,0.0,Poor
16418,39,Private,230.329,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,CA,full time,0.0,Rich
16421,44,Federal-gov,240.628,Assoc-acdm,12,Divorced,Exec-managerial,Single,White,Female,USA,full time,2.354,Poor
16422,50,Self-emp-inc,158.294,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,too much,99.999,Rich
16424,37,Private,167.482,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
16425,59,Private,113.203,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16426,56,Private,103.948,11th,7,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
16427,33,Self-emp-not-inc,310.525,12th,8,Never-married,Craft-repair,Single,Black,Male,USA,full time,0.0,Poor
